Table_Dialog_Left = {}
local func_index = function(table, key)
	local data = StrTablesManager.GetData("Table_Dialog_Left", key);
	[1208] = "{id = 1208, Speaker = 1102, Text = 'Monsters have been wantonly running amok lately, and there’s many more matters to attend to. Let’s start the Wizard Trial right away!'}",
	[1209] = "{id = 1209, Speaker = 1102, Text = 'Your Trial is: Collect [c][ffff00]5 Yoyo Tails, 5 Long Antennas, and 5 Short Dorsal Fins[-][/c]! Will that be too difficult? This sort of thing should be easy to find for you!'}",
	[1210] = "{id = 1210, Speaker = 1102, Text = 'I’ll give you some advice. The Yoyos in the West Gate area drop [c][ffff00]Yoyo tails[-][/c], the Hydra in the Sunken Ship area drop [c][ffff00]Long Antennas[-][/c], and the Marc in the Underwater Cave area drop [c][ffff00]Short Dorsal Fins[-][/c]... Be careful, and come back to me when you’ve found everything!'}",
	[1211] = "{id = 1211, Speaker = 1102, Text = 'Wow, You’ve got everything. Good job! Congratulations on completing this Trial! Now it’s time for you to officially change your job!'}",
	[1212] = "{id = 1212, Speaker = 1102, Text = '[c][ffff00][PlayerName][-][/c], you should do research in your spare time. Possessing powerful elemental magic is not enough. You must use different magic to counter enemies based on their traits!'}",
	[1213] = "{id = 1213, Speaker = 1102, Text = 'After you’ve changed jobs from a Mage to a Wizard, and your magic from different traits grows in power, magical changes will affect your surroundings and enemies!'}",
	[1214] = "{id = 1214, Speaker = 1103, Text = 'Monsters have been wantonly running amok lately, and there’s many more matters to attend to. Let’s start the Assassin Trial right away!'}",
	[1215] = "{id = 1215, Speaker = 1103, Text = 'Your Trial is: Collect [c][ffff00]5 Yoyo Tails, 5 Long Antennas, and 5 Short Dorsal Fins[-][/c]! Will that be too difficult? This sort of thing should be easy to find for you!'}",
	[1216] = "{id = 1216, Speaker = 1103, Text = 'I’ll give you some advice. The Yoyos in the West Gate area drop [c][ffff00]Yoyo tails[-][/c], the Hydra in the Sunken Ship area drop [c][ffff00]Long Antennas[-][/c], and the Marc in the Underwater Cave area drop [c][ffff00]Short Dorsal Fins[-][/c]... Be careful, and come back to me when you’ve found everything!'}",
	[1217] = "{id = 1217, Speaker = 1103, Text = 'Wow, You’ve got everything. Good job! Congratulations on completing this Trial! Now it’s time for you to officially change your job!'}",
	[1218] = "{id = 1218, Speaker = 1103, Text = 'Alright, [c][ffff00][PlayerName][-][/c] the path to becoming an Assassin is ahead of you! Don’t forget to live while maintaining your convictions!'}",
	[1219] = "{id = 1219, Speaker = 1103, Text = 'After you’ve changed jobs from a Thief to an Assassin, with your atk power and Flee, as well as your stealth and venomous attacks, you will make your enemies quiver in fear! '}",
	[1220] = "{id = 1220, Speaker = 1104, Text = 'Monsters have been wantonly running amok lately, and there’s many more matters to attend to. Let’s start the Hunter Trial right away!'}",
	[1221] = "{id = 1221, Speaker = 1104, Text = 'Your Trial is: Collect [c][ffff00]5 Yoyo Tails, 5 Long Antennas, and 5 Short Dorsal Fins[-][/c]! Will that be too difficult? This sort of thing should be easy to find for you!'}",
	[1222] = "{id = 1222, Speaker = 1104, Text = 'I’ll give you some advice. The Yoyos in the West Gate area drop [c][ffff00]Yoyo tails[-][/c], the Hydra in the Sunken Ship area drop [c][ffff00]Long Antennas[-][/c], and the Marc in the Underwater Cave area drop [c][ffff00]Short Dorsal Fins[-][/c]... Be careful, and come back to me when you’ve found everything!'}",
	[1223] = "{id = 1223, Speaker = 1104, Text = 'Wow, You’ve got everything. Good job! Congratulations on completing this Trial! Now it’s time for you to officially change your job!'}",
	[1224] = "{id = 1224, Speaker = 1104, Text = '[c][ffff00][PlayerName][-][/c], you’ll be much stronger once you change jobs! Aside from your Ranged attacks and helpful traps, you’ll gain a powerful falcon to help you in the fight. Not bad, right? '}",
	[1225] = "{id = 1225, Speaker = 1104, Text = 'After you’ve changed jobs from an Archer to a Hunter, with your traps and your Rangedd attacks, you can also train your falcon to attack, and you’ll be elegantly pinning your enemies down before you know it!'}",
	[1226] = "{id = 1226, Speaker = 1105, Text = 'Monsters have been wantonly running amok lately, and there’s many more matters to attend to. Let’s start the Priest Trial right away!'}",
	[1227] = "{id = 1227, Speaker = 1105, Text = 'Your Trial is: Collect [c][ffff00]5 Yoyo Tails, 5 Long Antennas, and 5 Short Dorsal Fins[-][/c]! Will that be too difficult? This sort of thing should be easy to find for you!'}",
	[1228] = "{id = 1228, Speaker = 1105, Text = 'I’ll give you some advice. The Yoyos in the West Gate area drop [c][ffff00]Yoyo tails[-][/c], the Hydra in the Sunken Ship area drop [c][ffff00]Long Antennas[-][/c], and the Marc in the Underwater Cave area drop [c][ffff00]Short Dorsal Fins[-][/c]... Be careful, and come back to me when you’ve found everything!'}",
	[1229] = "{id = 1229, Speaker = 1105, Text = 'Wow, You’ve got everything. Good job! Congratulations on completing this Trial! Now it’s time for you to officially change your job!'}",
	[1230] = "{id = 1230, Speaker = 1105, Text = '[c][ffff00][PlayerName][-][/c], you must remember your divine vows after becoming a Priest, and persist in your pilgrimage of discipline and exorcising demons! '}",
	[1231] = "{id = 1231, Speaker = 1105, Text = 'After you’ve changed jobs from an Acolyte to a Priest, your support skills will grow even stronger! May you continue to help others with a new attitude!'}",
	[1233] = "{id = 1233, Speaker = 1125, Text = 'I met a friend at the Alchemy Trader last time, and got a batch of [c][ffff00]Transformation Scrolls[-][/c]. They can only change your appearance, but my customers love them, and they’re unique and cool! You’ll get many more fans if you take a picture after using them!', Option = 'How do I get them? '}",
	[1234] = "{id = 1234, Speaker = 1125, Text = 'So you’re interested, right? You’re a friend, so I won’t ask for money. I’ll give you a few if you help me gather some things. I’ll trade you [c][ffff00]3 Transformation Scrolls for 10 Semitransparent Cloth[-][/c]! I’ve heard that the Whispers in the Sunken Ship area drop [c][ffff00]Semitransparent Cloth[-][/c].', Option = 'Got it!'}",
	[1235] = "{id = 1235, Speaker = 1125, Text = 'No haggling! Come and see me when you’ve found [c][ffff00]10 Semitransparent Cloth[-][/c]!'}",
	[1236] = "{id = 1236, Speaker = 1125, Text = 'That was fast! You’re sure you’ve got [c][ffff00]10 Semitransparent Cloth[-][/c]? Well do you want to trade them for [c][ffff00]Transformation Scrolls[-][/c] right now?', Option = 'Trade for [c][ffff00]Transformation Scrolls[-][/c]'}",
	[1237] = "{id = 1237, Speaker = 1125, Text = 'Alrighty then! Here are your [c][ffff00]Transformation Scrolls[-][/c]! My friends and I used them at our last party, and someone really turned into Baphomet! It was hilarious! Come back whenever you need more!'}",
	[1250] = "{id = 1250, Speaker = 0, Text = 'You look troubled. Is something wrong?'}",
	[1251] = "{id = 1251, Speaker = 1120, Text = 'Oh, you’ve noticed. There’s been lots of monsters in the Sewer lately, and the Army Guard has been busy clearing them out. I haven’t had time to tell anyone about my problems...'}",
	[1252] = "{id = 1252, Speaker = 0, Text = 'True, why would a woman volunteer to go with the Army Guard into the Sewer. Do you have some sort of fetish! '}",
	[1253] = "{id = 1253, Speaker = 1120, Text = 'Ew, no! It’s because... Because... [c][ffff00]Rahm[-][/c] volunteered too.'}",
	[1254] = "{id = 1254, Speaker = 0, Text = 'What does that have to do with you?'}",
	[1255] = "{id = 1255, Speaker = 1120, Text = 'It... it has a lot to do with me! Don’t tell anyone else, but Rahm and I were best friends growing up. He always took care of me, but I don’t think he matured as fast, emotionally.'}",
	[1256] = "{id = 1256, Speaker = 1120, Text = 'With the monsters in the Sewer, Rahm bravely volunteered to help everyone. I... I just wanted to spend some more time with him, so I volunteered too, even though I hate monsters.'}",
	[1257] = "{id = 1257, Speaker = 1120, Text = 'I’m actually a scaredy cat. The first time I saw real monsters in the Sewer, I was terrified! But as long as Rahm is by my side, I can take it. If we had more people help clear out the Sewer, I’d be able to go back to the city and go out with Rahm! '}",
	[1258] = "{id = 1258, Speaker = 0, Text = 'Ah, the power of love! That was brave of you! Alright, let me help you!'}",
	[1259] = "{id = 1259, Speaker = 1120, Text = 'Really? Thank you so much! Our orders say that we have to eliminate three types of monsters: [c][ffff00]Tarou, Thief Bugs, and Spores, and we need to eliminate 5 of each[-][/c]!', Option = 'I’ll take care of it!'}",
	[1260] = "{id = 1260, Speaker = 1120, Text = 'That was great! Who would have known you were so powerful! Can you do me another favor? Those tricky [c][ffff00]Tarous[-][/c] stole the [c][ffff00]New Ora Ora[-][/c] when we weren’t looking. The [c][ffff00]New Ora Ora[-][/c] is the upgraded version of the Ora Ora, and is better at luring Thief Bugs. Can you help us get it back?', Option = 'No problem!'}",
	[1261] = "{id = 1261, Speaker = 1120, Text = 'Great! Now you can go to that corner and use the [c][ffff00]New Ora Ora[-][/c], which will draw out [c][ffff00]Thief Bugs[-][/c], so we can eliminate the last wave!', Option = 'Let’s go!'}",
	[1262] = "{id = 1262, Speaker = 1120, Text = 'That was amazing! Thanks to you, we were able to complete our duties ahead of time!'}",
	[1263] = "{id = 1263, Speaker = 0, Text = 'You’re welcome, it was nothing! But since you’ve done so much for Rahm, you should work up the courage to let him know how you feel. You have to fight for your love. Don’t miss out on your change...'}",
	[1264] = "{id = 1264, Speaker = 1120, Text = 'Mhm! That makes sense! Once Rahm is finished with his duties, I’ll find the right time to tell him how I feel! I love him so much!'}",
	[1265] = "{id = 1265, Speaker = 0, Text = 'I’m sure you will make a lovely couple! Remember to invite me to your wedding!'}",
	[1300] = "{id = 1300, Speaker = 1125, Text = '[c][ffff00]10 Semitransparent Cloth for 3 Transformation Scrolls[-][/c]! It’s a great deal! Want to trade? ', Option = 'Alright!'}",
	[1301] = "{id = 1301, Speaker = 1125, Text = 'Alrighty then! Here are your [c][ffff00]Transformation Scrolls[-][/c]! My friends and I used them at our last party, and someone really turned into Baphomet! It was hilarious! Come back whenever you need more!'}",
	[1302] = "{id = 1302, Speaker = 1125, Text = 'You don’t have enough. No haggling! Come and see me when you’ve found [c][ffff00]10 Semitransparent Cloth[-][/c]!'}",
	[2001] = "{id = 2001, Speaker = 1001, Text = 'I’m proud to be a resident of[c][ffff00] Prontera[-][/c]!', Emoji = 0}",
	[2002] = "{id = 2002, Speaker = 1002, Text = 'I wonder what they’re selling at the market today. It had better be a lovely dress! ', Emoji = 0}",
	[2003] = "{id = 2003, Speaker = 1003, Text = 'I have nightmares about terrifying monsters every night. They’re so scary! ', Emoji = 0}",
	[2049] = "{id = 2049, Speaker = 1049, Text = 'Cheap goods, everything you could want! Come take a look!', Emoji = 0}",
	[2053] = "{id = 2053, Speaker = 1053, Text = 'Uh... Right...', Emoji = 0}",
	[2055] = "{id = 2055, Speaker = 1050, Text = 'Hi, [c][ffff00][PlayerName][-][/c], I have a favor to ask of you.', Option = 'What is it?', Emoji = 0}",
	[2056] = "{id = 2056, Speaker = 1042, Text = 'Adventurers have an important task, To provide various information to Midgard’s Midgard Geographic. [c][ffff00]Geographic scenes and monster traits [-][/c] is all important information. Not only is this proof of an adventurer’s results, You can also earn great rewards.', Option = 'I’m interested.', Emoji = 2}",
	[2057] = "{id = 2057, Speaker = 1050, Text = 'Naturally, recording this information begins with a photographer! Let’s start practicing with [c][ffff00]selfies[-][/c]!', Option = '…', Emoji = 4}",
	[2058] = "{id = 2058, Speaker = 1042, Text = 'There we go! Look, is it gorgeous? ', Emoji = 0}",
	[2059] = "{id = 2059, Speaker = 0, Text = 'You’ve got a pimple, Cenia! ', Emoji = 5}",
	[2060] = "{id = 2060, Speaker = 1050, Text = 'That’s fine, I can photoshop that out. I’ll give you the camera. I hope to see your pictures in Midgard Geographic!', Emoji = 1}",
	[2061] = "{id = 2061, Speaker = 1050, Text = '[c][ffff00][PlayerName][-][/c], it’s time to get down to business! The Guild has asked for help from adventurers. [c][ffff00]All the monsters in the lands need to be re-surveyed[-][/c], from Porings to boss monsters--all their information needs to be updated!', Emoji = 0}",
	[2062] = "{id = 2062, Speaker = 0, Text = 'We know these monsters like the back of our hand!', Emoji = 0}",
	[2063] = "{id = 2063, Speaker = 1050, Text = '1, 000 years have passed since the war, and [c][ffff00]Geffen[-][/c] and [c][ffff00]Payon[-][/c] haven’t been completely rebuilt, While [c][ffff00]Morroc[-][/c] is still a barren desert because of the Demon’s curse. It really is amazing that [c][ffff00]Prontera[-][/c] could be like it is today!', Emoji = 0}",
	[2064] = "{id = 2064, Speaker = 0, Text = 'Who do we give this information to? ', Emoji = 0}",
	[2065] = "{id = 2065, Speaker = 1050, Text = 'Reaganbelle’s Company, a bio-research laboratory, which has brought in the top monster scholars and researchers in hopes of finding a way to deal with these mutations. ', Emoji = 0}",
	[2066] = "{id = 2066, Speaker = 0, Text = 'Got it, I’ll start with Porings!', Emoji = 0}",
	[2067] = "{id = 2067, Speaker = 1050, Text = 'You’ve captured the cut traits of Porings, [c][ffff00][PlayerName][-][/c], and you’re a good photographer! Take a close-up of me when you get a chance!', Emoji = 2}",
	[2079] = "{id = 2079, Speaker = 1059, Text = 'Yesterday, Poi encountered a caravan transporting a lot of cargo, and he picked up some fun stuff! '}",
	[2080] = "{id = 2080, Speaker = 0, Text = 'Are you sure he picked it up, and didn’t steal it?', Emoji = 1}",
	[2081] = "{id = 2081, Speaker = 1059, Text = 'Don’t say that! It’s fun stuff, let’s play with it together!'}",
	[2082] = "{id = 2082, Speaker = 0, Text = 'What’s this... A [c][ffff00]Dead Branch[-][/c]?'}",
	[2083] = "{id = 2083, Speaker = 1059, Text = 'I’ve heard that if you use a [c][ffff00]Dead Branch[-][/c], Something fun will happen! Try it out!', Emoji = 5}",
	[2084] = "{id = 2084, Speaker = 1059, Text = 'Oh wow, that monster sure looked strong. This [c][ffff00]Dead Branch[-][/c] really is interesting, heehee!', Emoji = 2}",
	[2085] = "{id = 2085, Speaker = 0, Text = 'You make it sound so easy, but I almost died. Aren’t you a [c][ffff00]Poring[-][/c]? How can you talk?', Emoji = 1}",
	[2086] = "{id = 2086, Speaker = 1059, Text = 'I’m the Poring Prince! After being cursed by the Demon, everything I say comes out as human speech. ~Poi~'}",
	[2087] = "{id = 2087, Speaker = 1059, Text = 'I was driven away from Poring Island, because I couldn’t speak with them, so no other Porings would play with me! ~Poi~ '}",
	[2088] = "{id = 2088, Speaker = 0, Text = 'What a strange curse. Well, I’ve finished my task. Joining the Eden Team isn’t easy! '}",
	[2089] = "{id = 2089, Speaker = 1059, Text = 'Goodbye! Remember to come back and play with me! ~Poi~ ', Emoji = 2}",
	[2090] = "{id = 2090, Speaker = 1059, Text = 'There’s a monster! I was so scared! That was exciting, let’s try it again! ~Poi~ '}",
	[2091] = "{id = 2091, Speaker = 1054, Text = 'Did you complete your task? You’re quite talented, [c][ffff00][PlayerName][-][/c]!'}",
	[2092] = "{id = 2092, Speaker = 0, Text = 'So have I passed the Trial to join the Team? '}",
	[2093] = "{id = 2093, Speaker = 1054, Text = 'You’ve gone through all the steps, but I just received information that a caravan from [c][ffff00]Morroc[-][/c] is in trouble, and we need more men. It’s a bit of a mess.', Option = 'I can go help! '}",
	[2094] = "{id = 2094, Speaker = 1054, Text = 'How thoughtful, [c][ffff00][PlayerName][-][/c]. According to the information from an falcon, the wounded are to the southwest. Please go check out the situation!', Option = 'OK!'}",
	[2095] = "{id = 2095, Speaker = 1054, Text = 'You’re on a roll, [c][ffff00][PlayerName][-][/c]! This time your Trial is to complete [c][ffff00]two quests[-][/c]! Report back to me after they have been completed.'}",
